event_id,user_id,event_type,event_time
177,177,page_view,2025-07-10 07:16:00
178,178,signup,2025-06-18 02:02:00
179,179,product_view,2025-07-24 23:30:00
180,180,signup,2025-07-15 09:12:00
181,181,checkout,2025-06-16 05:40:00
182,182,signup,2025-07-05 04:27:00
183,183,product_view,2025-06-30 06:09:00
184,184,checkout,2025-07-02 22:15:00
185,185,purchase,2025-07-29 14:12:00
186,186,checkout,2025-06-21 22:05:00
187,187,page_view,2025-06-15 07:27:00
188,188,signup,2025-06-22 07:34:00
189,189,page_view,2025-07-04 13:50:00
190,190,page_view,2025-07-12 01:04:00
191,191,checkout,2025-06-02 03:03:00
192,192,checkout,2025-06-19 14:34:00
193,193,page_view,2025-07-29 21:38:00
194,194,purchase,2025-06-13 23:38:00
195,195,page_view,2025-07-01 18:32:00
196,196,checkout,2025-07-23 00:39:00
197,197,page_view,2025-06-07 14:09:00
198,198,signup,2025-07-19 01:44:00
199,199,checkout,2025-06-21 07:00:00
200,200,page_view,2025-06-11 12:30:00
201,201,checkout,2025-07-31 08:34:00
202,202,product_view,2025-07-17 19:00:00
203,203,product_view,2025-08-02 09:44:00
204,204,signup,2025-07-02 16:10:00
205,205,checkout,2025-07-02 01:25:00
206,206,product_view,2025-06-12 03:58:00
207,207,purchase,2025-08-08 22:45:00
208,208,checkout,2025-06-21 16:23:00
209,209,product_view,2025-06-05 13:55:00
210,210,product_view,2025-07-06 13:16:00
211,211,checkout,2025-07-13 13:58:00
212,212,checkout,2025-06-03 23:42:00
213,213,page_view,2025-06-16 11:32:00
214,214,checkout,2025-06-17 22:29:00
215,215,signup,2025-06-05 20:39:00
216,216,checkout,2025-08-06 23:40:00
217,217,signup,2025-07-04 18:29:00
218,218,product_view,2025-06-03 21:18:00
219,219,purchase,2025-06-20 04:09:00
220,220,page_view,2025-06-19 23:08:00
221,221,checkout,2025-06-26 13:19:00
222,222,purchase,2025-07-31 08:47:00
223,223,signup,2025-06-17 05:40:00
224,224,page_view,2025-07-04 03:48:00
225,225,checkout,2025-06-11 22:09:00
226,226,signup,2025-07-29 11:07:00
227,227,checkout,2025-06-13 04:53:00
228,228,signup,2025-06-17 05:36:00
229,229,page_view,2025-07-06 20:09:00
230,230,checkout,2025-07-30 09:51:00
231,231,page_view,2025-06-07 02:45:00
232,232,signup,2025-06-04 02:57:00
233,233,purchase,2025-06-01 11:22:00
234,234,purchase,2025-06-05 00:07:00
235,235,page_view,2025-06-10 06:50:00
236,236,signup,2025-07-20 23:23:00
237,237,product_view,2025-06-06 21:38:00
238,238,checkout,2025-06-27 02:33:00
239,239,signup,2025-07-20 16:35:00
240,240,checkout,2025-06-12 04:06:00
241,241,purchase,2025-07-04 12:29:00
242,242,page_view,2025-07-14 22:05:00
243,243,product_view,2025-06-03 22:09:00
244,244,page_view,2025-07-24 10:03:00
245,245,checkout,2025-07-10 04:00:00
246,246,purchase,2025-08-08 15:20:00
247,247,purchase,2025-07-30 11:12:00
248,248,checkout,2025-07-21 23:09:00
249,249,checkout,2025-07-07 09:56:00
250,250,checkout,2025-06-21 17:02:00
251,251,checkout,2025-07-17 11:05:00
252,252,checkout,2025-07-21 23:07:00
253,253,page_view,2025-07-04 16:39:00
254,254,product_view,2025-06-09 07:59:00
255,255,signup,2025-06-28 06:30:00
256,256,purchase,2025-06-05 23:54:00
257,257,product_view,2025-06-10 21:50:00
258,258,page_view,2025-07-08 06:54:00
259,259,purchase,2025-06-30 09:04:00
260,260,checkout,2025-06-09 09:44:00
261,261,product_view,2025-07-03 17:01:00
262,262,product_view,2025-06-11 02:09:00
263,263,purchase,2025-07-16 08:08:00
264,264,page_view,2025-07-12 01:24:00
265,265,checkout,2025-07-09 12:09:00
266,266,purchase,2025-07-05 06:31:00
267,267,signup,2025-07-20 02:33:00
268,268,product_view,2025-06-29 13:58:00
269,269,purchase,2025-06-11 12:08:00
270,270,signup,2025-07-10 12:27:00
271,271,product_view,2025-08-08 01:15:00
272,272,purchase,2025-06-19 02:07:00
273,273,signup,2025-07-02 21:49:00
274,274,checkout,2025-07-30 04:53:00
275,275,checkout,2025-06-10 10:30:00
276,276,page_view,2025-07-30 13:48:00
277,277,product_view,2025-06-29 23:10:00
278,278,page_view,2025-07-29 19:23:00
279,279,purchase,2025-07-02 02:13:00
280,280,purchase,2025-06-03 17:32:00
281,281,signup,2025-06-27 05:47:00
282,282,product_view,2025-07-12 15:10:00
283,283,signup,2025-06-09 11:32:00
284,284,signup,2025-06-13 05:48:00
285,285,checkout,2025-06-15 01:27:00
286,286,checkout,2025-06-28 21:32:00
287,287,purchase,2025-07-10 22:21:00
288,288,purchase,2025-07-23 05:57:00
289,289,product_view,2025-06-30 13:33:00
290,290,page_view,2025-07-20 09:53:00
291,291,checkout,2025-07-27 00:05:00
292,292,checkout,2025-06-25 02:04:00
293,293,signup,2025-07-02 21:23:00
294,294,signup,2025-07-09 12:13:00
295,295,product_view,2025-06-10 17:49:00
296,296,page_view,2025-06-02 15:05:00
297,297,product_view,2025-06-25 17:14:00
298,298,page_view,2025-07-09 14:10:00
299,299,checkout,2025-06-18 04:19:00
300,300,purchase,2025-06-21 23:03:00
301,301,page_view,2025-08-01 20:28:00
302,302,checkout,2025-07-17 20:19:00
303,303,purchase,2025-07-15 11:19:00
304,304,checkout,2025-06-16 13:54:00
305,305,checkout,2025-06-10 17:35:00
306,306,checkout,2025-07-05 05:38:00
307,307,checkout,2025-07-23 07:19:00
308,308,product_view,2025-07-25 19:08:00
309,309,purchase,2025-07-11 01:55:00
310,310,purchase,2025-06-05 18:42:00
311,311,signup,2025-08-02 22:26:00
312,312,signup,2025-08-04 11:38:00
313,313,signup,2025-06-04 03:13:00
314,314,product_view,2025-07-21 22:38:00
315,315,page_view,2025-07-25 01:19:00
316,316,page_view,2025-06-12 00:34:00
317,317,product_view,2025-07-17 00:09:00
318,318,purchase,2025-07-25 00:05:00
319,319,checkout,2025-06-24 01:52:00
320,320,product_view,2025-07-05 09:07:00
321,321,purchase,2025-07-05 04:07:00
322,322,page_view,2025-06-06 14:47:00
323,323,page_view,2025-07-26 06:42:00
324,324,page_view,2025-08-06 08:46:00
325,325,page_view,2025-07-27 02:38:00
326,326,checkout,2025-07-18 12:58:00
327,327,product_view,2025-07-03 14:22:00
328,328,purchase,2025-08-06 11:01:00
329,329,purchase,2025-07-18 13:47:00
330,330,page_view,2025-08-06 12:41:00
331,331,signup,2025-07-04 19:14:00
332,332,signup,2025-06-23 11:57:00
333,333,purchase,2025-06-13 10:59:00
334,334,page_view,2025-07-24 07:14:00
335,335,product_view,2025-08-02 14:50:00
336,336,checkout,2025-08-01 15:51:00
337,337,purchase,2025-07-17 06:27:00
338,338,page_view,2025-08-05 08:15:00
339,339,checkout,2025-07-20 17:00:00
340,340,page_view,2025-07-07 05:29:00
341,341,page_view,2025-06-08 23:43:00
342,342,checkout,2025-07-30 04:27:00
343,343,purchase,2025-06-12 20:47:00
344,344,purchase,2025-07-19 02:46:00
345,345,signup,2025-08-01 03:04:00
346,346,product_view,2025-06-30 14:57:00
347,347,product_view,2025-06-26 19:58:00
348,348,product_view,2025-06-21 19:51:00
349,349,page_view,2025-06-24 17:58:00
350,350,page_view,2025-07-29 19:07:00
351,351,purchase,2025-06-30 13:34:00
352,352,product_view,2025-07-04 06:34:00
353,353,product_view,2025-06-04 10:31:00
354,354,checkout,2025-06-10 18:40:00
355,355,checkout,2025-08-01 19:00:00
356,356,purchase,2025-07-29 14:21:00
357,357,checkout,2025-06-01 04:35:00
358,358,page_view,2025-07-28 18:18:00
359,359,signup,2025-06-17 22:31:00
360,360,page_view,2025-06-14 13:18:00
361,361,purchase,2025-07-10 11:39:00
362,362,checkout,2025-08-08 01:58:00
363,363,checkout,2025-07-08 02:31:00
364,364,checkout,2025-07-12 22:51:00
365,365,purchase,2025-07-05 02:23:00
366,366,page_view,2025-06-16 22:37:00
367,367,purchase,2025-06-22 07:01:00
368,368,signup,2025-07-05 02:14:00
369,369,page_view,2025-07-22 21:24:00
370,370,signup,2025-07-17 19:51:00
371,371,purchase,2025-06-23 01:20:00
372,372,product_view,2025-06-26 20:56:00
373,373,purchase,2025-07-02 19:55:00
374,374,purchase,2025-06-25 16:33:00
375,375,purchase,2025-06-21 20:21:00
376,376,checkout,2025-06-06 18:00:00
377,377,checkout,2025-08-08 13:59:00
378,378,purchase,2025-06-27 02:58:00
379,379,signup,2025-06-23 22:17:00
380,380,page_view,2025-06-23 00:41:00
381,381,page_view,2025-07-26 00:02:00
382,382,purchase,2025-08-03 23:46:00
383,383,checkout,2025-06-29 02:32:00
384,384,product_view,2025-06-21 03:58:00
385,385,signup,2025-06-22 10:00:00
386,386,product_view,2025-06-09 15:04:00
387,387,purchase,2025-06-04 10:01:00
388,388,product_view,2025-07-22 22:58:00
389,389,page_view,2025-06-08 21:14:00
390,390,checkout,2025-07-21 21:52:00
391,391,product_view,2025-06-29 16:24:00
392,392,product_view,2025-06-05 19:22:00
393,393,purchase,2025-06-16 04:08:00
394,394,page_view,2025-06-05 05:46:00
395,395,product_view,2025-06-06 23:32:00
396,396,purchase,2025-07-08 21:21:00
397,397,product_view,2025-06-13 14:15:00
398,398,checkout,2025-07-15 00:34:00
399,399,signup,2025-07-09 23:55:00
400,400,purchase,2025-07-09 16:52:00
401,401,signup,2025-06-23 11:05:00
402,402,product_view,2025-07-11 17:43:00
403,403,page_view,2025-07-29 01:15:00
404,404,signup,2025-08-03 06:41:00
405,405,checkout,2025-06-26 23:51:00
406,406,product_view,2025-06-16 02:25:00
407,407,checkout,2025-07-30 02:57:00
408,408,signup,2025-06-09 23:54:00
409,409,product_view,2025-07-07 15:04:00
410,410,page_view,2025-06-04 08:21:00
411,411,checkout,2025-07-16 14:58:00
412,412,product_view,2025-06-08 23:01:00
413,413,purchase,2025-07-23 02:05:00
414,414,checkout,2025-06-06 16:36:00
415,415,product_view,2025-06-03 22:28:00
416,416,page_view,2025-06-03 21:08:00
417,417,purchase,2025-06-05 19:53:00
418,418,product_view,2025-06-24 10:18:00
419,419,page_view,2025-06-29 13:50:00
420,420,purchase,2025-06-30 23:23:00
421,421,page_view,2025-07-12 12:29:00
422,422,signup,2025-07-10 02:59:00
423,423,purchase,2025-07-26 20:04:00
424,424,page_view,2025-06-26 07:57:00
425,425,product_view,2025-07-03 19:03:00
426,426,purchase,2025-07-27 09:57:00
427,427,purchase,2025-08-08 15:43:00
428,428,purchase,2025-07-30 09:27:00
429,429,purchase,2025-06-30 12:31:00
430,430,product_view,2025-06-08 14:56:00
431,431,purchase,2025-07-09 13:51:00
432,432,checkout,2025-06-19 07:20:00
433,433,page_view,2025-07-16 12:05:00
434,434,page_view,2025-07-26 10:22:00
435,435,purchase,2025-07-08 04:34:00
436,436,checkout,2025-06-18 17:13:00
437,437,purchase,2025-06-25 02:43:00
438,438,product_view,2025-06-18 14:15:00
439,439,page_view,2025-07-08 20:49:00
440,440,checkout,2025-07-17 23:33:00
441,441,page_view,2025-08-05 17:35:00
442,442,signup,2025-07-06 07:14:00
443,443,product_view,2025-06-12 06:21:00
444,444,product_view,2025-08-02 10:56:00
445,445,purchase,2025-06-26 21:09:00
446,446,signup,2025-07-02 22:24:00
447,447,signup,2025-06-29 22:35:00
448,448,signup,2025-07-21 03:21:00
449,449,purchase,2025-07-19 09:12:00
450,450,page_view,2025-08-06 15:48:00
451,451,checkout,2025-06-19 15:25:00
452,452,checkout,2025-06-12 19:42:00
453,453,page_view,2025-06-19 14:24:00
454,454,product_view,2025-06-22 22:05:00
455,455,page_view,2025-07-16 18:56:00
456,456,product_view,2025-06-11 23:05:00
457,457,checkout,2025-06-20 12:04:00
458,458,page_view,2025-06-26 00:13:00
459,459,checkout,2025-06-07 17:08:00
460,460,checkout,2025-08-06 18:57:00
461,461,product_view,2025-08-08 07:08:00
462,462,product_view,2025-07-28 17:01:00
463,463,checkout,2025-07-27 13:24:00
464,464,product_view,2025-07-06 01:06:00
465,465,purchase,2025-06-07 01:41:00
466,466,purchase,2025-06-04 01:35:00
467,467,signup,2025-07-10 22:08:00
468,468,signup,2025-07-26 19:49:00
469,469,purchase,2025-08-03 21:42:00
470,470,product_view,2025-07-24 12:35:00
471,471,page_view,2025-06-03 10:58:00
472,472,purchase,2025-06-30 18:22:00
473,473,purchase,2025-07-21 16:27:00
474,474,page_view,2025-07-02 23:55:00
475,475,product_view,2025-07-10 00:17:00
476,476,signup,2025-06-26 12:56:00
477,477,signup,2025-07-16 23:46:00
478,478,product_view,2025-06-17 05:52:00
479,479,purchase,2025-07-08 03:48:00
480,480,signup,2025-08-02 03:06:00
481,481,page_view,2025-06-24 08:56:00
482,482,signup,2025-08-06 09:52:00
483,483,page_view,2025-06-03 14:07:00
484,484,page_view,2025-06-09 12:12:00
485,485,signup,2025-06-14 18:54:00
486,486,page_view,2025-07-10 08:09:00
487,487,page_view,2025-07-15 06:08:00
488,488,product_view,2025-06-06 03:38:00
489,489,checkout,2025-07-29 12:57:00
490,490,signup,2025-07-19 16:33:00
491,491,purchase,2025-07-25 22:47:00
492,492,page_view,2025-06-24 18:00:00
493,493,checkout,2025-06-16 22:57:00
494,494,signup,2025-06-07 18:02:00
495,495,checkout,2025-07-14 09:00:00
496,496,purchase,2025-06-19 04:22:00
497,497,product_view,2025-07-03 23:25:00
498,498,checkout,2025-06-28 16:11:00
499,499,page_view,2025-07-08 17:18:00
500,500,product_view,2025-06-21 11:18:00
501,501,product_view,2025-07-18 16:08:00
502,502,product_view,2025-06-23 04:18:00
503,503,signup,2025-07-27 13:36:00
504,504,purchase,2025-08-05 08:19:00
505,505,signup,2025-06-02 04:17:00
506,506,purchase,2025-06-05 12:25:00
507,507,purchase,2025-07-05 19:47:00
508,508,checkout,2025-07-01 08:07:00
509,509,checkout,2025-07-13 20:45:00
510,510,purchase,2025-07-16 23:06:00
511,511,product_view,2025-06-26 20:44:00
512,512,page_view,2025-06-13 18:59:00
513,513,product_view,2025-07-05 02:09:00
514,514,purchase,2025-08-01 19:09:00
515,515,page_view,2025-08-04 23:15:00
516,516,purchase,2025-07-07 18:46:00
517,517,page_view,2025-07-05 11:13:00
518,518,checkout,2025-06-10 02:30:00
519,519,product_view,2025-07-02 08:20:00
520,520,purchase,2025-07-02 05:26:00
521,521,purchase,2025-07-11 09:17:00
522,522,purchase,2025-08-06 13:01:00
523,523,page_view,2025-07-06 17:26:00
524,524,purchase,2025-06-18 23:01:00
525,525,product_view,2025-06-23 10:54:00
526,526,purchase,2025-08-08 15:34:00
527,527,signup,2025-06-13 14:52:00
528,528,purchase,2025-07-07 18:18:00
529,529,signup,2025-07-04 00:58:00
530,530,product_view,2025-06-30 14:41:00
531,531,signup,2025-08-06 19:33:00
532,532,purchase,2025-06-16 15:38:00
533,533,checkout,2025-07-08 22:42:00
534,534,page_view,2025-07-21 11:09:00
535,535,signup,2025-06-07 15:24:00
536,536,page_view,2025-07-30 11:42:00
537,537,checkout,2025-06-01 10:09:00
538,538,checkout,2025-06-08 21:43:00
539,539,product_view,2025-06-04 16:07:00
540,540,checkout,2025-06-05 04:42:00
541,541,checkout,2025-06-18 14:08:00
542,542,purchase,2025-06-10 04:35:00
543,543,page_view,2025-07-05 09:50:00
544,544,product_view,2025-06-16 19:00:00
545,545,purchase,2025-07-06 08:36:00
546,546,product_view,2025-06-21 19:25:00
547,547,checkout,2025-08-07 04:56:00
548,548,checkout,2025-06-29 10:45:00
549,549,page_view,2025-07-28 13:02:00
550,550,page_view,2025-06-15 12:50:00
551,551,signup,2025-07-15 15:41:00
552,552,checkout,2025-06-13 10:31:00
553,553,product_view,2025-08-07 22:20:00
554,554,purchase,2025-06-12 06:29:00
555,555,page_view,2025-06-21 14:02:00
556,556,purchase,2025-07-05 12:36:00
557,557,page_view,2025-06-14 09:10:00
558,558,checkout,2025-06-25 09:27:00
559,559,checkout,2025-06-15 04:39:00
560,560,signup,2025-06-21 06:53:00
561,561,signup,2025-06-21 09:07:00
562,562,checkout,2025-07-22 13:43:00
563,563,product_view,2025-07-01 23:08:00
564,564,purchase,2025-06-26 10:45:00
565,565,page_view,2025-06-26 15:46:00
566,566,checkout,2025-08-05 10:17:00
567,567,checkout,2025-08-06 02:07:00
568,568,product_view,2025-07-05 20:31:00
569,569,signup,2025-07-20 12:46:00
570,570,purchase,2025-06-20 01:40:00
571,571,purchase,2025-07-31 18:36:00
572,572,product_view,2025-06-20 16:26:00
573,573,purchase,2025-07-28 06:05:00
574,574,product_view,2025-08-07 13:38:00
575,575,signup,2025-08-02 12:06:00
576,576,signup,2025-07-08 22:38:00
577,577,signup,2025-07-04 13:39:00
578,578,page_view,2025-08-07 13:03:00
579,579,purchase,2025-07-02 20:07:00
580,580,checkout,2025-08-05 02:33:00
581,581,page_view,2025-06-19 07:43:00
582,582,signup,2025-07-11 03:26:00
583,583,checkout,2025-08-06 18:11:00
584,584,product_view,2025-06-12 23:32:00
585,585,page_view,2025-07-13 20:52:00
586,586,signup,2025-07-13 03:26:00
587,587,product_view,2025-07-22 11:45:00
588,588,checkout,2025-06-10 03:37:00
589,589,page_view,2025-06-22 17:23:00
590,590,page_view,2025-07-17 17:56:00
591,591,checkout,2025-06-16 13:11:00
592,592,checkout,2025-07-28 10:16:00
593,593,page_view,2025-08-06 14:15:00
594,594,signup,2025-06-16 18:56:00
595,595,page_view,2025-06-11 22:57:00
596,596,purchase,2025-07-24 22:10:00
597,597,page_view,2025-07-23 00:24:00
598,598,checkout,2025-06-14 00:31:00
599,599,purchase,2025-07-21 05:05:00
600,600,checkout,2025-06-26 09:37:00
601,601,page_view,2025-06-07 19:34:00
602,602,product_view,2025-07-23 20:19:00
603,603,signup,2025-06-14 14:24:00
604,604,product_view,2025-06-10 16:48:00
605,605,page_view,2025-06-27 22:32:00
606,606,purchase,2025-06-29 18:30:00
607,607,signup,2025-07-04 14:04:00
608,608,page_view,2025-07-10 11:59:00
609,609,page_view,2025-08-04 02:05:00
610,610,checkout,2025-06-30 12:16:00
611,611,product_view,2025-07-06 02:14:00
612,612,product_view,2025-07-10 15:53:00
613,613,product_view,2025-06-13 08:39:00
614,614,signup,2025-06-06 14:28:00
615,615,purchase,2025-07-11 05:25:00
616,616,page_view,2025-06-20 14:00:00
617,617,product_view,2025-08-02 16:33:00
618,618,page_view,2025-07-12 07:39:00
619,619,checkout,2025-08-07 21:24:00
620,620,purchase,2025-07-07 12:14:00
621,621,page_view,2025-08-06 22:57:00
622,622,product_view,2025-07-16 05:34:00
623,623,signup,2025-06-27 19:55:00
624,624,purchase,2025-08-08 11:13:00
625,625,page_view,2025-07-15 20:27:00
626,626,product_view,2025-07-11 20:51:00
627,627,page_view,2025-06-30 07:14:00
628,628,signup,2025-06-08 01:55:00
629,629,product_view,2025-06-28 01:54:00
630,630,checkout,2025-07-03 15:34:00
631,631,signup,2025-08-01 07:12:00
632,632,signup,2025-07-24 02:33:00
633,633,product_view,2025-08-03 17:21:00
634,634,page_view,2025-07-18 21:40:00
635,635,checkout,2025-06-24 20:05:00
636,636,signup,2025-06-29 12:04:00
637,637,checkout,2025-06-03 01:48:00
638,638,page_view,2025-07-06 11:22:00
639,639,signup,2025-06-05 13:14:00
640,640,page_view,2025-07-04 22:38:00
641,641,page_view,2025-07-27 04:21:00
642,642,purchase,2025-07-31 11:40:00
643,643,signup,2025-08-08 06:21:00
644,644,purchase,2025-06-19 04:48:00
645,645,signup,2025-07-02 23:03:00
646,646,product_view,2025-07-09 08:45:00
647,647,product_view,2025-07-05 21:36:00
648,648,product_view,2025-07-01 06:52:00
649,649,product_view,2025-06-11 01:12:00
650,650,page_view,2025-07-02 05:08:00
651,651,product_view,2025-06-16 20:43:00
652,652,product_view,2025-07-05 13:19:00
653,653,product_view,2025-06-15 02:52:00
654,654,product_view,2025-06-08 11:13:00
655,655,product_view,2025-06-17 00:35:00
656,656,product_view,2025-06-20 18:16:00
657,657,product_view,2025-07-20 01:35:00
658,658,purchase,2025-06-12 20:14:00
659,659,checkout,2025-07-10 18:49:00
660,660,purchase,2025-07-19 17:07:00
661,661,purchase,2025-06-09 12:34:00
662,662,purchase,2025-06-17 23:28:00
663,663,product_view,2025-06-23 12:53:00
664,664,page_view,2025-07-27 15:29:00
665,665,page_view,2025-06-04 03:24:00
666,666,product_view,2025-07-18 11:17:00
667,667,signup,2025-07-21 13:27:00
668,668,product_view,2025-06-29 15:14:00
669,669,product_view,2025-06-23 09:40:00
670,670,checkout,2025-08-08 23:20:00
