conversion_id,user_id,purchase_amount,conversion_time
68,2602,84.25,2025-07-14 02:52:00
69,19440,28.97,2025-07-09 02:19:00
70,10804,107.81,2025-06-18 14:27:00
71,10619,136.54,2025-06-16 03:48:00
72,15952,49.38,2025-07-05 14:17:00
73,11378,43.55,2025-06-20 20:17:00
74,6397,32.48,2025-06-19 13:01:00
75,12046,98.59,2025-06-14 18:14:00
76,11007,20.66,2025-07-06 17:45:00
77,19955,61.44,2025-06-29 15:52:00
78,1883,98.61,2025-07-06 21:20:00
79,8937,93.89,2025-06-20 17:27:00
80,19888,87.0,2025-06-25 18:01:00
81,9581,23.54,2025-07-12 19:00:00
82,14372,106.35,2025-07-15 15:38:00
83,3065,44.19,2025-06-28 21:04:00
84,19244,101.03,2025-07-13 05:57:00
85,12832,15.16,2025-06-18 08:36:00
86,19275,13.07,2025-07-04 22:27:00
87,6432,70.54,2025-06-24 01:36:00
88,12286,139.14,2025-06-21 21:44:00
89,11172,63.48,2025-06-30 11:53:00
90,7170,30.35,2025-07-06 10:45:00
91,19325,42.31,2025-06-30 22:28:00
92,14558,147.67,2025-06-14 13:20:00
93,14097,21.74,2025-07-15 03:07:00
94,18556,54.99,2025-06-23 06:33:00
95,16878,106.79,2025-06-22 09:23:00
96,12482,139.81,2025-06-22 12:24:00
97,18890,124.61,2025-07-10 21:17:00
98,15861,41.07,2025-06-12 13:13:00
99,2537,38.57,2025-06-14 14:12:00
100,1386,119.84,2025-07-10 08:21:00
101,12821,99.9,2025-06-28 03:04:00
102,12241,45.58,2025-06-20 18:54:00
103,11681,148.07,2025-07-14 14:11:00
104,402,88.35,2025-07-07 19:36:00
105,15071,140.37,2025-06-14 20:15:00
106,7877,22.71,2025-07-07 13:30:00
107,15779,108.35,2025-07-11 14:37:00
108,26,47.04,2025-07-07 09:16:00
109,18317,10.75,2025-06-16 03:41:00
110,6224,47.38,2025-06-21 15:34:00
111,4494,96.69,2025-07-14 22:40:00
112,14108,126.92,2025-07-01 05:07:00
113,15706,13.9,2025-06-18 17:56:00
114,704,90.83,2025-07-07 16:06:00
115,16194,80.83,2025-07-07 04:14:00
116,15867,78.4,2025-07-12 20:02:00
117,19201,30.09,2025-06-18 03:58:00
118,13813,102.63,2025-07-07 05:02:00
119,14134,25.06,2025-06-25 13:06:00
120,6996,70.25,2025-06-20 05:42:00
121,2946,34.18,2025-06-27 18:21:00
122,3990,96.18,2025-06-23 02:14:00
123,3174,132.32,2025-06-27 06:38:00
124,4207,94.65,2025-06-12 08:03:00
125,14265,69.47,2025-06-12 14:03:00
126,10133,132.44,2025-07-05 04:24:00
127,4026,80.44,2025-06-22 15:38:00
128,14585,116.71,2025-07-06 16:24:00
129,1035,37.9,2025-07-11 06:47:00
130,12526,47.36,2025-07-02 10:26:00
131,10986,43.8,2025-06-21 00:01:00
132,9597,55.64,2025-06-17 21:36:00
133,12493,144.69,2025-06-19 12:12:00
134,19160,131.5,2025-06-23 22:51:00
135,5262,84.95,2025-07-02 18:32:00
136,14193,109.25,2025-06-12 23:08:00
137,8867,80.17,2025-06-27 23:42:00
138,1630,133.49,2025-06-21 21:26:00
139,7099,21.21,2025-06-13 11:40:00
140,18238,131.28,2025-07-15 21:15:00
141,10566,23.28,2025-06-24 08:22:00
142,10776,76.79,2025-07-13 11:30:00
143,17141,126.28,2025-06-15 07:24:00
144,10999,50.32,2025-07-03 18:05:00
145,1643,25.81,2025-06-16 19:31:00
146,14946,58.77,2025-06-16 17:19:00
147,15194,96.41,2025-07-14 02:36:00
148,2270,84.29,2025-06-27 09:37:00
149,5629,62.89,2025-06-23 11:16:00
150,16186,19.92,2025-06-27 21:18:00
151,11107,91.56,2025-06-27 02:29:00
152,6858,23.48,2025-07-01 11:25:00
153,8340,119.45,2025-06-30 23:50:00
154,13426,126.52,2025-07-10 19:05:00
155,2965,41.42,2025-07-14 03:00:00
156,6273,29.6,2025-06-29 09:31:00
157,16672,143.12,2025-07-01 19:06:00
158,15381,109.05,2025-07-02 12:21:00
159,1463,53.29,2025-07-14 11:49:00
160,3851,146.34,2025-07-05 01:36:00
161,2257,27.59,2025-07-13 08:38:00
162,19545,144.47,2025-06-24 10:00:00
163,15101,82.86,2025-06-22 08:34:00
164,18126,148.42,2025-07-13 22:46:00
165,9661,52.9,2025-06-19 03:57:00
166,9321,93.2,2025-07-14 14:39:00
167,6569,46.23,2025-07-07 13:33:00
168,8689,53.04,2025-07-13 12:56:00
169,7115,118.11,2025-07-07 06:58:00
170,1080,148.14,2025-06-19 23:10:00
171,13367,41.49,2025-07-13 22:40:00
172,3631,129.67,2025-07-01 03:36:00
173,9499,98.62,2025-06-13 08:55:00
174,3791,93.52,2025-07-05 18:03:00
175,19211,37.22,2025-07-16 04:29:00
176,4158,25.99,2025-06-15 01:55:00
177,6550,105.84,2025-07-11 14:50:00
178,874,70.52,2025-06-30 03:52:00
179,9861,111.19,2025-06-13 17:11:00
180,19255,112.64,2025-07-04 05:02:00
181,16526,108.55,2025-07-07 00:54:00
182,4228,127.63,2025-07-12 08:05:00
183,732,135.51,2025-06-19 15:55:00
184,6685,111.73,2025-07-08 18:39:00
185,5791,19.47,2025-06-25 07:44:00
186,3860,115.6,2025-06-15 00:38:00
187,9091,70.58,2025-06-23 07:13:00
188,11111,130.27,2025-07-03 03:56:00
189,12523,111.11,2025-06-24 12:59:00
190,8284,137.61,2025-06-18 05:51:00
191,16027,117.72,2025-06-12 13:52:00
192,2967,121.95,2025-06-17 08:48:00
193,16478,24.19,2025-07-09 01:31:00
194,7440,32.73,2025-07-01 04:04:00
195,16899,38.27,2025-07-13 12:12:00
196,13403,18.3,2025-07-12 11:20:00
197,3073,24.45,2025-06-21 06:58:00
198,4321,47.0,2025-07-12 19:33:00
199,11879,112.4,2025-06-21 14:55:00
200,1518,30.91,2025-06-27 10:01:00
201,8991,89.73,2025-07-16 05:22:00
202,1664,48.58,2025-06-23 10:40:00
203,7184,17.5,2025-06-13 11:05:00
204,5893,130.94,2025-06-12 21:54:00
205,7504,52.36,2025-06-16 14:30:00
206,3067,112.67,2025-06-22 14:53:00
207,895,80.78,2025-06-26 14:04:00
208,13141,14.9,2025-06-17 07:46:00
209,10692,105.39,2025-06-22 00:01:00
210,8782,86.11,2025-06-24 02:41:00
211,14718,43.91,2025-07-07 01:47:00
212,2876,75.51,2025-07-07 03:07:00
213,16318,28.72,2025-07-01 22:02:00
214,16242,59.28,2025-07-02 12:23:00
215,16541,56.89,2025-06-16 23:35:00
216,18904,126.82,2025-06-13 21:44:00
217,17256,55.1,2025-07-06 10:36:00
218,16706,68.4,2025-06-27 01:47:00
219,8171,149.03,2025-06-20 20:27:00
220,6264,19.19,2025-07-10 01:34:00
221,15619,61.94,2025-06-30 16:38:00
222,14765,32.26,2025-07-08 05:21:00
223,7213,61.55,2025-07-01 11:22:00
224,17773,124.55,2025-07-08 08:34:00
225,7808,60.05,2025-07-16 08:08:00
226,16815,113.3,2025-06-26 14:20:00
227,5768,102.65,2025-07-08 09:46:00
228,12773,73.29,2025-06-26 23:51:00
229,6724,74.37,2025-07-10 12:37:00
230,7667,130.86,2025-06-26 14:55:00
231,3679,37.38,2025-07-14 23:07:00
232,18213,72.47,2025-06-30 08:57:00
233,7521,86.99,2025-06-19 01:24:00
234,2767,17.74,2025-07-07 12:29:00
235,4088,46.43,2025-06-15 05:54:00
236,6722,63.64,2025-07-13 01:46:00
237,11132,76.55,2025-07-16 08:15:00
238,4921,22.54,2025-06-24 05:14:00
239,541,26.12,2025-07-02 01:58:00
240,11194,134.95,2025-06-22 02:29:00
241,19909,121.12,2025-07-11 01:52:00
242,2540,36.58,2025-06-17 14:39:00
243,8224,41.22,2025-07-03 16:19:00
244,14008,105.08,2025-07-14 04:08:00
245,11502,21.96,2025-07-08 21:33:00
246,2482,23.22,2025-06-23 20:27:00
247,15576,54.69,2025-07-12 11:58:00
248,10216,75.72,2025-06-14 22:44:00
249,7273,39.78,2025-06-18 17:03:00
250,3640,86.33,2025-06-23 15:02:00
251,7936,60.76,2025-06-23 09:55:00
252,13364,124.35,2025-06-25 18:11:00
253,5519,32.05,2025-06-26 06:06:00
254,17518,23.41,2025-06-27 08:28:00
255,11871,40.76,2025-06-24 02:59:00
256,1621,19.33,2025-06-18 19:09:00
257,8513,77.35,2025-06-17 00:16:00
258,16033,71.75,2025-06-26 22:40:00
259,19694,83.06,2025-06-23 07:32:00
260,10230,101.11,2025-07-12 02:03:00
261,7704,54.31,2025-06-12 07:42:00
262,6400,48.42,2025-07-15 00:48:00
263,9841,98.72,2025-06-24 23:16:00
264,5321,126.35,2025-07-09 19:32:00
265,12274,88.48,2025-07-01 20:38:00
266,14241,59.87,2025-07-14 12:53:00
267,4069,19.66,2025-07-14 11:57:00
268,8902,93.23,2025-06-13 07:53:00
269,13853,130.31,2025-07-04 06:52:00
270,16385,33.66,2025-06-27 18:56:00
271,10136,104.76,2025-07-05 23:47:00
272,13156,82.68,2025-06-27 23:44:00
273,8379,82.61,2025-06-29 21:20:00
274,5700,32.99,2025-07-02 02:36:00
275,11139,71.6,2025-07-09 06:56:00
276,5763,116.09,2025-06-15 18:02:00
277,18255,36.44,2025-07-10 17:52:00
278,13179,143.48,2025-06-19 11:32:00
279,15075,61.84,2025-06-28 05:20:00
280,1749,32.21,2025-06-27 09:47:00
281,7327,82.23,2025-06-22 23:58:00
282,15009,142.04,2025-06-12 11:54:00
283,13348,133.05,2025-06-20 19:25:00
284,10228,135.38,2025-07-14 09:50:00
285,10621,96.5,2025-07-02 14:17:00
286,5964,74.28,2025-07-16 07:35:00
287,4705,118.8,2025-07-02 18:59:00
288,13241,127.67,2025-07-01 09:18:00
289,1837,27.89,2025-07-11 10:22:00
290,3097,107.01,2025-06-23 20:36:00
291,12021,72.28,2025-06-15 08:33:00
292,9454,37.13,2025-07-11 10:01:00
293,17006,110.26,2025-06-13 19:55:00
294,1057,115.64,2025-07-03 00:10:00
295,4923,99.21,2025-06-24 19:44:00
296,14633,124.7,2025-07-14 16:45:00
297,10205,52.34,2025-06-14 00:36:00
298,5606,16.74,2025-06-14 23:16:00
299,10293,30.49,2025-07-01 11:38:00
300,3911,39.41,2025-06-14 19:23:00
301,5674,113.0,2025-07-09 19:18:00
302,9347,54.71,2025-06-23 02:48:00
303,5459,12.06,2025-06-20 17:40:00
304,102,54.6,2025-06-22 23:32:00
305,16436,128.89,2025-06-23 01:51:00
306,16358,109.52,2025-06-13 16:27:00
307,17094,24.64,2025-06-15 01:03:00
308,14155,105.58,2025-07-04 07:32:00
309,19709,117.66,2025-07-09 16:06:00
310,9931,57.5,2025-06-24 04:29:00
311,13466,119.11,2025-07-08 20:38:00
312,15102,17.83,2025-06-26 02:01:00
313,3140,127.2,2025-06-18 06:28:00
314,18603,67.84,2025-07-11 07:25:00
315,8218,124.75,2025-06-18 09:53:00
316,2006,38.08,2025-07-14 16:53:00
317,708,68.94,2025-07-03 07:49:00
318,1521,41.93,2025-07-02 16:25:00
319,18432,103.69,2025-07-04 02:58:00
320,8361,117.43,2025-07-13 10:59:00
321,15273,115.0,2025-07-12 06:58:00
322,16023,126.27,2025-07-12 04:37:00
323,17500,130.31,2025-07-16 09:40:00
324,8534,11.76,2025-07-01 09:10:00
325,12048,30.66,2025-06-24 04:38:00
326,18730,91.31,2025-06-14 21:42:00
327,14245,140.55,2025-06-15 18:52:00
328,4743,57.58,2025-07-04 00:50:00
329,11788,53.03,2025-07-13 05:39:00
330,3019,35.57,2025-06-21 02:00:00
331,6005,61.99,2025-07-12 21:55:00
332,17896,24.91,2025-07-09 01:03:00
333,12183,102.62,2025-06-28 07:45:00
334,749,64.52,2025-06-26 00:31:00
335,4381,85.17,2025-07-14 05:44:00
336,13570,90.66,2025-07-07 08:40:00
337,1967,40.12,2025-07-13 15:26:00
338,17110,30.98,2025-06-23 02:58:00
339,16423,129.11,2025-07-13 01:03:00
340,12359,88.14,2025-07-06 21:55:00
341,19882,83.75,2025-06-27 00:56:00
342,4796,139.97,2025-07-06 07:21:00
343,11699,144.52,2025-06-27 15:12:00
344,2322,71.44,2025-06-18 11:39:00
345,13790,104.0,2025-07-09 10:58:00
346,15499,48.75,2025-07-12 04:43:00
347,5093,38.6,2025-07-15 15:11:00
348,2039,125.54,2025-06-23 21:08:00
349,13590,104.88,2025-07-14 19:51:00
350,13606,133.18,2025-07-13 20:05:00
351,3327,40.72,2025-07-02 13:33:00
352,18069,12.43,2025-06-20 16:36:00
353,14090,141.74,2025-06-12 20:39:00
354,4504,44.27,2025-06-23 06:44:00
355,1853,63.77,2025-06-21 23:42:00
356,2652,90.58,2025-06-12 21:21:00
357,10587,146.86,2025-06-23 23:26:00
358,8690,63.02,2025-07-02 01:30:00
359,7634,147.57,2025-06-30 10:17:00
360,8582,11.2,2025-06-27 12:24:00
361,10665,105.22,2025-06-12 07:06:00
362,3301,149.09,2025-06-13 12:46:00
363,18429,96.18,2025-07-07 21:40:00
364,14475,121.94,2025-07-06 14:32:00
365,6037,98.38,2025-07-06 05:49:00
366,3079,56.18,2025-07-04 23:30:00
367,19254,121.63,2025-07-01 09:06:00
368,8672,109.98,2025-06-13 09:58:00
369,10930,79.16,2025-06-26 22:57:00
370,17931,76.07,2025-06-12 17:09:00
371,8086,95.2,2025-06-20 16:26:00
372,3125,126.86,2025-06-17 03:27:00
373,7752,135.37,2025-07-16 04:34:00
374,11685,119.32,2025-07-16 09:41:00
375,14129,130.25,2025-07-14 02:26:00
376,13843,69.06,2025-06-16 04:46:00
377,827,71.42,2025-06-16 03:18:00
378,16252,36.65,2025-06-28 03:58:00
379,4020,62.49,2025-06-14 18:39:00
380,2609,76.48,2025-07-08 05:21:00
381,7150,63.48,2025-06-27 08:50:00
382,5401,134.71,2025-06-19 13:31:00
383,4756,81.89,2025-07-04 02:27:00
384,15276,73.94,2025-07-08 03:17:00
385,15584,101.26,2025-07-03 10:28:00
386,4469,71.27,2025-06-25 04:34:00
387,13648,114.93,2025-06-20 17:57:00
388,14040,107.52,2025-06-30 22:08:00
389,15437,41.31,2025-07-13 09:16:00
390,11998,82.65,2025-07-11 15:29:00
391,8650,97.47,2025-06-27 00:32:00
392,814,96.32,2025-07-02 10:08:00
393,19306,141.75,2025-06-21 22:45:00
394,19915,19.13,2025-06-21 00:17:00
395,2218,18.23,2025-06-12 18:50:00
396,2633,64.72,2025-06-28 12:33:00
397,695,105.17,2025-07-10 08:58:00
398,17944,132.37,2025-07-04 23:53:00
399,19233,126.72,2025-06-18 04:18:00
400,11988,100.33,2025-06-25 17:11:00
401,12350,83.65,2025-07-16 05:13:00
402,12685,77.44,2025-07-16 16:55:00
403,3713,81.33,2025-06-16 13:30:00
404,10846,107.81,2025-06-28 17:15:00
405,11590,88.6,2025-06-20 05:10:00
406,12937,123.0,2025-07-14 01:56:00
407,9678,25.08,2025-06-17 05:06:00
408,7850,97.33,2025-06-14 20:09:00
409,1796,46.1,2025-06-12 11:58:00
410,10851,27.16,2025-06-18 08:27:00
411,16572,34.29,2025-06-22 00:02:00
412,18216,144.91,2025-07-13 19:22:00
413,2783,123.39,2025-07-03 15:43:00
414,18933,43.66,2025-07-04 05:06:00
415,12632,117.73,2025-07-12 16:25:00
416,7451,109.84,2025-07-04 14:58:00
417,12582,33.16,2025-07-14 14:56:00
418,8971,94.29,2025-06-28 15:38:00
419,2173,129.47,2025-07-03 16:33:00
420,15510,122.03,2025-06-25 20:10:00
421,6159,128.01,2025-07-10 11:18:00
422,4716,130.04,2025-06-14 18:45:00
423,19856,135.57,2025-06-12 13:15:00
424,11980,39.66,2025-06-18 02:10:00
425,9701,37.51,2025-06-18 04:17:00
426,12784,13.36,2025-06-27 12:54:00
427,2312,98.36,2025-07-14 05:55:00
428,6424,108.6,2025-07-05 16:33:00
429,14910,55.15,2025-06-21 07:23:00
430,5873,118.08,2025-06-29 22:24:00
431,2735,142.59,2025-06-14 01:16:00
432,10839,81.55,2025-07-11 03:08:00
433,4085,120.81,2025-06-18 21:36:00
434,10655,66.34,2025-07-10 23:38:00
435,2671,85.92,2025-06-26 16:02:00
436,9717,149.27,2025-06-30 14:03:00
437,7031,97.45,2025-06-27 20:39:00
438,17452,71.69,2025-06-21 14:12:00
439,3433,67.49,2025-06-21 21:10:00
440,3336,64.82,2025-07-13 15:49:00
441,367,75.05,2025-07-14 13:50:00
442,529,52.69,2025-06-17 16:50:00
443,13956,30.41,2025-07-04 06:41:00
444,1012,78.83,2025-07-07 10:22:00
445,18044,117.28,2025-07-13 12:00:00
446,1663,64.23,2025-07-04 14:04:00
447,17803,146.93,2025-07-08 00:44:00
448,7313,102.58,2025-07-12 00:31:00
449,6112,54.62,2025-06-23 09:39:00
450,11585,52.41,2025-07-07 13:02:00
451,12521,91.45,2025-06-27 13:59:00
452,11389,32.7,2025-07-13 15:27:00
453,17523,65.5,2025-07-12 21:31:00
454,4686,14.6,2025-07-02 11:31:00
455,15932,146.77,2025-07-09 23:27:00
456,19866,127.42,2025-06-12 06:31:00
457,17624,143.14,2025-07-14 10:46:00
458,14213,14.87,2025-06-15 03:30:00
459,19662,145.99,2025-07-13 18:58:00
460,12945,139.61,2025-06-18 04:18:00
461,11617,112.11,2025-07-10 19:08:00
462,16713,64.6,2025-06-18 13:48:00
463,7594,50.82,2025-06-12 06:01:00
464,10780,69.56,2025-07-06 02:17:00
465,12238,124.58,2025-06-20 16:24:00
466,14850,130.54,2025-07-11 06:36:00
467,418,117.87,2025-06-25 02:11:00
468,2526,31.33,2025-06-22 17:49:00
469,16513,43.14,2025-06-21 21:10:00
470,14461,112.92,2025-06-16 03:57:00
471,1940,39.1,2025-07-02 00:11:00
472,10615,27.41,2025-06-30 16:48:00
473,10482,19.49,2025-07-13 20:44:00
474,748,137.4,2025-07-14 19:44:00
475,2228,88.85,2025-07-04 22:32:00
476,8016,52.41,2025-07-02 04:21:00
477,10916,10.46,2025-06-30 02:43:00
478,7924,84.0,2025-07-07 19:51:00
479,14680,123.34,2025-07-13 14:15:00
480,15087,61.89,2025-06-19 06:59:00
481,12052,149.84,2025-07-03 19:58:00
482,13837,61.87,2025-06-18 05:53:00
483,14589,137.59,2025-07-04 11:22:00
484,10118,10.05,2025-06-17 14:57:00
485,9445,103.25,2025-06-28 09:05:00
486,11874,129.89,2025-06-30 19:39:00
487,1732,73.18,2025-06-19 23:26:00
488,19848,10.67,2025-07-09 05:09:00
489,5547,86.19,2025-06-21 21:36:00
490,2756,80.85,2025-06-17 12:08:00
491,18442,51.62,2025-06-28 10:56:00
492,12962,130.88,2025-07-12 16:17:00
493,15170,76.75,2025-06-21 21:28:00
494,15616,122.28,2025-06-15 11:36:00
495,7009,29.65,2025-06-13 14:50:00
496,5145,42.95,2025-07-12 12:44:00
497,8260,40.24,2025-07-01 13:32:00
498,2812,113.2,2025-06-25 20:04:00
499,14696,63.23,2025-06-13 09:40:00
500,9681,40.4,2025-06-21 18:25:00
501,3835,136.97,2025-07-11 04:33:00
502,14598,110.65,2025-07-10 22:09:00
503,2643,120.82,2025-06-14 10:24:00
504,7242,69.12,2025-07-13 08:53:00
505,16913,31.81,2025-07-07 17:34:00
506,7888,38.46,2025-06-21 10:07:00
507,563,96.65,2025-06-29 01:29:00
508,7627,22.71,2025-07-06 23:05:00
509,4177,37.5,2025-06-26 20:58:00
510,16685,136.65,2025-06-17 14:06:00
511,4726,70.87,2025-06-27 18:11:00
512,3479,95.34,2025-07-15 21:14:00
513,7264,36.13,2025-06-17 13:30:00
514,12987,122.28,2025-06-29 15:57:00
515,5511,33.76,2025-07-05 02:51:00
516,4835,71.63,2025-06-22 15:44:00
517,8353,15.02,2025-06-14 23:04:00
518,12249,13.07,2025-07-12 00:06:00
519,16743,127.27,2025-07-16 10:43:00
520,5186,56.39,2025-06-20 13:26:00
521,5089,17.53,2025-06-23 20:45:00
522,9911,62.75,2025-06-16 09:07:00
523,10179,105.21,2025-06-26 13:24:00
524,495,43.21,2025-07-15 03:16:00
525,5945,91.7,2025-07-05 04:47:00
526,10282,136.96,2025-06-21 03:47:00
527,9443,105.99,2025-06-24 18:16:00
528,887,133.63,2025-07-07 15:06:00
529,9559,121.8,2025-06-26 04:59:00
530,5728,60.35,2025-06-19 00:45:00
531,18149,84.84,2025-06-17 20:31:00
532,4003,61.82,2025-06-30 04:07:00
533,986,21.15,2025-06-15 21:26:00
534,11977,16.62,2025-06-25 01:49:00
535,18572,49.85,2025-06-21 06:22:00
536,17756,80.02,2025-06-28 03:46:00
537,575,26.3,2025-07-03 03:31:00
538,16904,107.3,2025-06-24 19:47:00
539,18715,66.92,2025-06-16 01:52:00
540,14273,35.63,2025-07-04 23:11:00
541,375,147.08,2025-07-16 14:17:00
542,4411,145.17,2025-06-20 23:08:00
543,17793,103.6,2025-06-18 09:05:00
544,2928,147.06,2025-07-08 17:51:00
545,3212,128.5,2025-06-19 07:09:00
546,14117,119.63,2025-07-04 17:05:00
547,13689,104.34,2025-06-21 23:36:00
548,864,22.06,2025-06-12 00:26:00
549,6674,31.72,2025-07-05 04:40:00
550,4694,74.68,2025-07-16 08:41:00
551,11215,46.7,2025-07-06 06:53:00
552,584,145.47,2025-07-04 21:54:00
553,19161,51.12,2025-07-13 17:59:00
554,11039,75.9,2025-06-19 14:29:00
555,18599,92.38,2025-07-11 10:25:00
556,1752,20.51,2025-07-01 19:57:00
557,5344,106.93,2025-07-07 21:54:00
558,19592,54.88,2025-06-30 00:18:00
559,55,81.3,2025-06-18 11:19:00
560,3170,119.76,2025-06-14 02:57:00
561,15784,28.35,2025-06-26 18:41:00
562,8824,14.24,2025-06-21 18:42:00
563,19436,141.7,2025-06-22 23:34:00
564,12998,35.9,2025-06-17 12:39:00
565,15445,44.32,2025-07-01 12:25:00
566,9334,22.42,2025-07-01 15:17:00
567,10818,134.59,2025-06-12 12:42:00
568,8879,69.54,2025-06-17 01:47:00
569,11407,74.16,2025-07-01 19:36:00
570,17358,107.31,2025-07-06 23:58:00
571,16691,140.83,2025-06-14 02:02:00
572,11938,53.83,2025-07-15 22:23:00
573,2058,66.11,2025-07-14 11:47:00
574,2135,129.17,2025-06-26 05:29:00
575,14660,97.33,2025-06-14 17:13:00
576,9777,114.46,2025-06-18 09:39:00
577,2982,77.0,2025-07-11 08:57:00
578,17490,21.98,2025-06-23 21:03:00
579,13485,105.09,2025-06-26 13:14:00
580,10048,13.15,2025-07-14 17:18:00
581,18776,59.63,2025-06-17 14:18:00
582,12205,20.69,2025-06-12 07:23:00
583,13079,114.3,2025-06-13 20:53:00
584,4665,115.34,2025-06-15 00:27:00
585,8274,45.5,2025-06-16 15:44:00
586,8240,106.74,2025-06-28 04:56:00
587,14652,47.89,2025-07-14 21:33:00
588,16409,129.56,2025-06-17 21:27:00
589,7416,82.67,2025-06-23 11:26:00
590,4872,53.43,2025-07-08 14:50:00
591,1078,12.24,2025-07-03 23:55:00
592,8636,125.75,2025-06-14 08:57:00
593,17636,74.87,2025-06-21 10:02:00
594,352,84.97,2025-06-15 13:24:00
595,9377,102.56,2025-06-16 04:08:00
596,9244,135.36,2025-06-12 18:59:00
597,19475,76.88,2025-07-11 13:10:00
598,1132,128.53,2025-06-27 14:21:00
599,731,38.0,2025-07-09 17:32:00
600,11369,96.07,2025-07-02 15:56:00
601,12700,69.54,2025-06-14 07:34:00
602,16120,142.91,2025-06-21 21:00:00
603,5272,62.79,2025-07-13 11:38:00
604,19576,98.73,2025-06-21 13:37:00
605,15983,147.1,2025-06-30 07:12:00
606,7669,90.64,2025-06-22 03:09:00
607,7732,48.42,2025-07-06 18:44:00
608,9544,22.8,2025-07-06 20:10:00
609,17015,145.79,2025-06-18 01:00:00
610,16424,64.15,2025-07-10 07:09:00
611,9328,134.96,2025-06-22 19:39:00
612,5967,33.18,2025-07-04 23:25:00
613,4076,124.75,2025-07-05 05:23:00
614,10316,22.03,2025-06-14 05:02:00
615,14403,139.29,2025-06-25 01:00:00
616,1070,71.35,2025-07-15 08:17:00
617,4394,22.36,2025-06-21 21:27:00
618,8003,78.11,2025-06-21 13:59:00
619,10187,109.19,2025-06-16 03:51:00
620,17845,18.69,2025-06-23 23:58:00
621,19965,38.46,2025-06-19 07:37:00
622,11014,90.63,2025-06-20 16:28:00
623,1188,45.66,2025-06-29 11:18:00
624,2127,89.07,2025-07-08 19:33:00
625,3396,56.81,2025-07-13 21:37:00
626,15232,17.66,2025-07-05 02:35:00
627,6807,90.33,2025-07-04 18:12:00
628,12863,41.82,2025-06-18 02:53:00
629,19163,53.52,2025-06-21 15:18:00
630,231,139.18,2025-06-27 12:22:00
631,19413,148.68,2025-07-09 18:37:00
632,597,68.26,2025-06-12 21:52:00
633,14343,20.25,2025-06-22 01:53:00
634,15702,94.16,2025-07-15 14:34:00
635,2504,86.35,2025-07-05 08:17:00
