click_id,user_id,button_clicked,click_time
311,11701,1,2025-07-05 20:08:00
312,13315,1,2025-07-08 23:51:00
313,15215,1,2025-06-22 15:16:00
314,3939,1,2025-06-21 14:20:00
315,14733,1,2025-06-20 00:21:00
316,6581,1,2025-06-16 11:28:00
317,12764,1,2025-07-10 18:20:00
318,18165,1,2025-06-14 03:32:00
319,12201,1,2025-07-12 11:28:00
320,3768,1,2025-07-10 01:21:00
321,9379,1,2025-06-19 09:53:00
322,15046,1,2025-06-12 01:23:00
323,11296,1,2025-06-13 23:30:00
324,7589,1,2025-06-15 01:17:00
325,7740,1,2025-07-04 16:54:00
326,11209,1,2025-06-15 13:54:00
327,4489,1,2025-06-28 22:36:00
328,18047,1,2025-06-11 16:31:00
329,14619,1,2025-06-28 23:57:00
330,14500,1,2025-06-20 13:19:00
331,5434,1,2025-06-12 20:30:00
332,3849,1,2025-06-17 02:30:00
333,16629,1,2025-07-03 02:02:00
334,6207,1,2025-06-10 03:17:00
335,7660,1,2025-06-24 12:01:00
336,567,1,2025-07-03 14:02:00
337,1500,1,2025-06-23 01:22:00
338,18951,1,2025-06-13 21:48:00
339,5426,1,2025-06-19 15:46:00
340,184,1,2025-06-18 09:21:00
341,19682,1,2025-06-26 14:33:00
342,1103,1,2025-06-13 18:59:00
343,10810,1,2025-06-29 11:30:00
344,3389,1,2025-06-18 02:58:00
345,14183,1,2025-06-25 11:58:00
346,16442,1,2025-06-19 18:23:00
347,63,1,2025-07-07 21:49:00
348,16153,1,2025-07-03 17:20:00
349,18300,1,2025-06-29 13:24:00
350,8511,1,2025-07-04 14:58:00
351,4929,1,2025-06-26 14:29:00
352,18588,1,2025-07-11 19:17:00
353,5841,1,2025-07-01 01:30:00
354,3274,1,2025-06-26 03:36:00
355,15974,1,2025-07-02 20:49:00
356,15668,1,2025-06-12 15:35:00
357,16053,1,2025-06-17 16:52:00
358,12139,1,2025-06-19 10:10:00
359,18413,1,2025-07-13 04:46:00
360,15940,1,2025-06-24 08:21:00
361,16106,1,2025-06-12 08:48:00
362,16439,1,2025-06-12 21:28:00
363,17824,1,2025-06-16 16:08:00
364,9636,1,2025-07-06 07:17:00
365,12518,1,2025-07-12 23:46:00
366,17537,1,2025-06-20 07:43:00
367,18075,1,2025-07-14 13:11:00
368,10747,1,2025-06-30 11:35:00
369,11422,1,2025-06-20 04:22:00
370,10220,1,2025-06-26 22:12:00
371,16899,1,2025-06-29 05:40:00
372,19464,1,2025-06-16 21:07:00
373,15788,1,2025-07-09 08:34:00
374,402,1,2025-06-25 12:36:00
375,1406,1,2025-06-22 19:37:00
376,4072,1,2025-06-12 14:18:00
377,11987,1,2025-06-17 23:38:00
378,17253,1,2025-07-07 20:47:00
379,4763,1,2025-06-24 12:32:00
380,19604,1,2025-07-08 23:14:00
381,17736,1,2025-06-13 02:49:00
382,4256,1,2025-06-14 11:27:00
383,19058,1,2025-06-28 10:20:00
384,11342,1,2025-07-05 23:52:00
385,10816,1,2025-06-10 06:13:00
386,12824,1,2025-06-11 21:14:00
387,663,1,2025-07-13 23:52:00
388,11524,1,2025-06-12 12:22:00
389,9757,1,2025-07-06 01:41:00
390,2527,1,2025-07-04 15:13:00
391,19525,1,2025-06-13 14:04:00
392,12627,1,2025-07-09 10:31:00
393,5558,1,2025-06-20 12:58:00
394,4517,1,2025-06-23 12:57:00
395,8094,1,2025-07-05 13:26:00
396,14509,1,2025-07-07 03:36:00
397,13619,1,2025-06-24 14:27:00
398,686,1,2025-06-20 09:50:00
399,18262,1,2025-06-11 05:09:00
400,1880,1,2025-07-11 22:16:00
401,11786,1,2025-07-13 14:01:00
402,10209,1,2025-06-10 05:21:00
403,17839,1,2025-07-09 19:34:00
404,15393,1,2025-06-17 00:21:00
405,15192,1,2025-06-17 02:24:00
406,11341,1,2025-06-18 08:37:00
407,18917,1,2025-06-21 14:24:00
408,19711,1,2025-07-14 10:16:00
409,297,1,2025-06-10 04:02:00
410,18036,1,2025-07-08 11:31:00
411,16512,1,2025-07-05 03:52:00
412,3809,1,2025-06-28 15:09:00
413,12523,1,2025-06-13 14:18:00
414,4504,1,2025-06-14 21:28:00
415,17229,1,2025-07-05 23:08:00
416,597,1,2025-06-30 19:27:00
417,7714,1,2025-07-11 20:38:00
418,2780,1,2025-07-09 06:55:00
419,9439,1,2025-06-25 12:42:00
420,747,1,2025-06-23 06:49:00
421,12611,1,2025-06-14 13:57:00
422,19252,1,2025-07-05 01:50:00
423,5483,1,2025-07-09 14:47:00
424,5392,1,2025-06-28 07:13:00
425,7650,1,2025-07-02 22:11:00
426,8518,1,2025-07-04 00:32:00
427,10310,1,2025-07-01 18:57:00
428,16574,1,2025-07-07 23:54:00
429,7697,1,2025-06-19 10:48:00
430,1927,1,2025-07-04 06:57:00
431,2370,1,2025-06-24 14:21:00
432,10657,1,2025-06-23 07:28:00
433,10998,1,2025-07-04 11:51:00
434,5609,1,2025-07-08 09:07:00
435,12066,1,2025-07-14 09:41:00
436,13356,1,2025-07-04 20:04:00
437,4611,1,2025-07-11 22:17:00
438,19850,1,2025-06-13 04:26:00
439,13654,1,2025-07-03 23:33:00
440,984,1,2025-07-13 18:17:00
441,4146,1,2025-06-10 01:29:00
442,16734,1,2025-07-11 12:05:00
443,4396,1,2025-06-26 18:19:00
444,18901,1,2025-06-14 00:06:00
445,9187,1,2025-07-03 06:52:00
446,14134,1,2025-07-09 10:54:00
447,7584,1,2025-06-11 17:13:00
448,18743,1,2025-06-19 14:47:00
449,2444,1,2025-07-07 10:35:00
450,3406,1,2025-06-15 06:44:00
451,8487,1,2025-07-01 18:12:00
452,17917,1,2025-06-12 12:47:00
453,2863,1,2025-07-11 01:00:00
454,5341,1,2025-07-10 01:02:00
455,14182,1,2025-06-16 21:28:00
456,204,1,2025-06-28 03:32:00
457,19384,1,2025-07-08 00:58:00
458,12129,1,2025-06-21 10:45:00
459,4691,1,2025-07-07 05:37:00
460,7021,1,2025-07-08 05:45:00
461,19810,1,2025-06-27 04:11:00
462,16219,1,2025-07-10 02:39:00
463,4241,1,2025-07-05 18:44:00
464,6660,1,2025-06-17 02:51:00
465,5497,1,2025-06-14 08:35:00
466,6935,1,2025-06-26 06:54:00
467,3373,1,2025-06-26 18:37:00
468,3568,1,2025-07-02 08:36:00
469,5757,1,2025-06-28 09:04:00
470,4398,1,2025-07-02 08:55:00
471,17069,1,2025-06-29 18:19:00
472,9279,1,2025-06-21 09:05:00
473,4440,1,2025-07-10 20:22:00
474,8240,1,2025-06-27 11:18:00
475,14280,1,2025-06-17 14:13:00
476,12249,1,2025-06-14 04:28:00
477,16701,1,2025-06-27 11:30:00
478,15593,1,2025-07-07 03:50:00
479,15637,1,2025-06-24 23:32:00
480,12008,1,2025-06-21 19:27:00
481,19033,1,2025-07-14 04:49:00
482,11503,1,2025-06-23 09:26:00
483,6114,1,2025-06-24 01:19:00
484,19402,1,2025-07-04 10:43:00
485,5535,1,2025-06-17 18:51:00
486,2993,1,2025-07-13 13:57:00
487,4578,1,2025-06-16 10:53:00
488,10987,1,2025-06-13 17:19:00
489,4143,1,2025-07-08 20:53:00
490,8177,1,2025-06-15 03:46:00
491,14824,1,2025-06-15 02:57:00
492,12218,1,2025-06-25 18:57:00
493,7384,1,2025-06-27 12:25:00
494,8866,1,2025-07-01 19:36:00
495,16499,1,2025-07-01 02:16:00
496,12743,1,2025-06-29 17:15:00
497,14727,1,2025-07-05 03:17:00
498,16111,1,2025-07-06 17:51:00
499,7120,1,2025-06-22 00:53:00
500,16163,1,2025-06-28 12:55:00
501,2300,1,2025-06-13 17:34:00
502,5683,1,2025-07-01 02:48:00
503,16783,1,2025-07-03 02:35:00
504,8837,1,2025-06-11 07:56:00
505,6427,1,2025-06-21 20:44:00
506,6134,1,2025-06-12 11:07:00
507,16001,1,2025-07-06 14:44:00
508,6263,1,2025-06-29 20:09:00
509,6301,1,2025-06-11 01:55:00
510,12790,1,2025-07-09 03:07:00
511,17171,1,2025-06-29 07:51:00
512,13248,1,2025-07-11 20:19:00
513,950,1,2025-07-06 14:04:00
514,5740,1,2025-06-30 20:38:00
515,1672,1,2025-06-15 17:43:00
516,3770,1,2025-06-24 10:04:00
517,15123,1,2025-07-13 01:48:00
518,15531,1,2025-06-21 16:43:00
519,10784,1,2025-06-20 19:03:00
520,6718,1,2025-06-22 04:00:00
521,18794,1,2025-07-12 23:15:00
522,15340,1,2025-06-24 18:54:00
523,15465,1,2025-07-13 21:01:00
524,12842,1,2025-06-16 04:25:00
525,674,1,2025-07-06 17:24:00
526,18661,1,2025-07-11 20:49:00
527,18981,1,2025-07-08 16:48:00
528,601,1,2025-06-16 13:41:00
529,2018,1,2025-06-19 18:39:00
530,1900,1,2025-06-20 07:52:00
531,3200,1,2025-06-18 12:58:00
532,15733,1,2025-06-21 15:57:00
533,16194,1,2025-06-27 13:45:00
534,17842,1,2025-06-24 14:11:00
535,3757,1,2025-07-01 12:03:00
536,12635,1,2025-07-04 03:11:00
537,18316,1,2025-06-16 17:27:00
538,5477,1,2025-06-17 04:15:00
539,5244,1,2025-06-29 17:57:00
540,7735,1,2025-07-02 16:58:00
541,3003,1,2025-07-07 22:14:00
542,6562,1,2025-07-04 22:17:00
543,13999,1,2025-06-11 11:40:00
544,8146,1,2025-06-19 00:10:00
545,1664,1,2025-07-03 20:12:00
546,127,1,2025-06-10 05:26:00
547,6091,1,2025-06-25 14:36:00
548,12615,1,2025-06-26 21:26:00
549,3075,1,2025-07-05 16:20:00
550,15249,1,2025-06-23 04:36:00
551,15745,1,2025-07-06 20:03:00
552,16331,1,2025-07-13 15:58:00
553,10276,1,2025-06-30 08:56:00
554,1025,1,2025-06-26 06:59:00
555,15676,1,2025-07-13 05:52:00
556,16096,1,2025-07-13 01:07:00
557,6167,1,2025-06-15 17:37:00
558,13296,1,2025-06-23 13:36:00
559,15193,1,2025-06-12 19:47:00
560,10054,1,2025-07-03 06:43:00
561,2476,1,2025-06-13 23:12:00
562,5917,1,2025-06-12 04:26:00
563,9062,1,2025-06-25 08:10:00
564,417,1,2025-06-29 21:16:00
565,4304,1,2025-06-10 08:08:00
566,10228,1,2025-06-24 17:39:00
567,18487,1,2025-06-15 11:41:00
568,2628,1,2025-06-29 12:34:00
569,8626,1,2025-06-28 10:14:00
570,12943,1,2025-06-27 13:43:00
571,5781,1,2025-06-11 11:03:00
572,17559,1,2025-06-12 00:01:00
573,14438,1,2025-06-23 03:37:00
574,9769,1,2025-07-01 20:01:00
575,18256,1,2025-06-20 06:37:00
576,4295,1,2025-07-09 18:42:00
577,8587,1,2025-06-30 03:36:00
578,17514,1,2025-06-18 08:13:00
579,13020,1,2025-06-26 03:55:00
580,4151,1,2025-07-08 04:44:00
581,2957,1,2025-06-25 22:09:00
582,16319,1,2025-06-27 14:43:00
583,5602,1,2025-06-29 13:00:00
584,8324,1,2025-06-17 15:25:00
585,15999,1,2025-06-19 08:59:00
586,19633,1,2025-06-18 02:39:00
587,2968,1,2025-06-26 09:57:00
588,1566,1,2025-07-02 13:38:00
589,1017,1,2025-07-09 09:17:00
590,4953,1,2025-06-17 08:32:00
591,1524,1,2025-06-21 00:00:00
592,270,1,2025-06-12 23:22:00
593,3164,1,2025-06-18 17:39:00
594,9275,1,2025-06-15 13:32:00
595,17392,1,2025-06-14 18:49:00
596,10400,1,2025-06-12 23:47:00
597,12975,1,2025-06-30 12:46:00
598,18455,1,2025-06-23 13:02:00
599,18863,1,2025-06-12 05:29:00
600,1297,1,2025-07-04 14:24:00
601,7840,1,2025-06-17 16:08:00
602,6712,1,2025-07-08 03:16:00
603,18781,1,2025-06-13 22:54:00
604,14961,1,2025-06-11 21:45:00
605,5257,1,2025-07-05 06:23:00
606,18952,1,2025-06-13 01:26:00
607,8726,1,2025-07-13 04:43:00
608,2536,1,2025-07-05 14:58:00
609,6784,1,2025-07-04 14:24:00
610,2261,1,2025-06-16 15:35:00
611,9304,1,2025-06-30 09:20:00
612,5930,1,2025-06-17 10:38:00
613,10835,1,2025-06-10 04:37:00
614,5902,1,2025-07-08 04:26:00
615,19679,1,2025-07-13 13:29:00
616,8771,1,2025-06-16 07:06:00
617,19051,1,2025-06-23 16:49:00
618,8976,1,2025-06-15 03:34:00
619,7135,1,2025-06-23 12:23:00
620,7268,1,2025-07-03 20:51:00
621,16839,1,2025-07-06 03:18:00
622,1102,1,2025-07-14 10:58:00
623,15118,1,2025-06-13 21:19:00
624,8274,1,2025-06-25 12:41:00
625,10165,1,2025-07-05 16:37:00
626,640,1,2025-07-07 16:51:00
627,6610,1,2025-07-08 21:44:00
628,12541,1,2025-06-27 20:54:00
629,1191,1,2025-07-11 21:35:00
630,12829,1,2025-06-29 01:49:00
631,6466,1,2025-07-10 11:26:00
632,16455,1,2025-06-13 09:09:00
633,1488,1,2025-07-11 07:28:00
634,6388,1,2025-06-11 22:44:00
635,13139,1,2025-07-09 18:43:00
636,5815,1,2025-07-05 12:17:00
637,9772,1,2025-07-06 09:09:00
638,4803,1,2025-07-11 22:33:00
639,6504,1,2025-07-07 10:38:00
640,8432,1,2025-07-02 04:02:00
641,5640,1,2025-06-21 19:25:00
642,17851,1,2025-06-15 22:18:00
643,1130,1,2025-06-15 20:27:00
644,13528,1,2025-06-20 06:25:00
645,6937,1,2025-06-22 06:51:00
646,18646,1,2025-06-22 17:33:00
647,5716,1,2025-06-17 14:21:00
648,16581,1,2025-07-03 16:43:00
649,1427,1,2025-06-16 21:28:00
650,3434,1,2025-07-12 19:05:00
651,3415,1,2025-06-29 20:18:00
652,7779,1,2025-07-09 00:17:00
653,8977,1,2025-06-23 16:04:00
654,4769,1,2025-07-06 01:23:00
655,15935,1,2025-06-25 13:55:00
656,1171,1,2025-06-29 05:37:00
657,7249,1,2025-06-22 21:46:00
658,8762,1,2025-06-23 21:18:00
659,410,1,2025-06-11 12:40:00
660,16056,1,2025-07-03 19:50:00
661,9375,1,2025-06-16 21:13:00
662,8014,1,2025-07-10 06:31:00
663,3358,1,2025-07-05 22:44:00
664,12244,1,2025-07-12 03:17:00
665,15989,1,2025-06-16 13:59:00
666,12856,1,2025-06-30 07:54:00
667,7573,1,2025-07-10 11:44:00
668,10693,1,2025-07-01 21:17:00
669,14398,1,2025-07-07 08:27:00
670,10692,1,2025-07-05 04:17:00
671,7902,1,2025-07-09 02:36:00
672,9037,1,2025-06-22 00:12:00
673,10191,1,2025-06-16 10:41:00
674,11285,1,2025-06-13 15:53:00
675,981,1,2025-07-14 05:17:00
676,17663,1,2025-06-25 21:57:00
677,10921,1,2025-06-14 08:34:00
678,10858,1,2025-06-30 17:52:00
679,2735,1,2025-07-11 11:26:00
680,12668,1,2025-07-05 17:16:00
681,232,1,2025-07-08 23:48:00
682,11683,1,2025-07-06 18:57:00
683,15939,1,2025-06-23 10:30:00
684,11466,1,2025-06-19 23:43:00
685,8018,1,2025-06-30 00:28:00
686,14208,1,2025-06-17 20:38:00
687,12884,1,2025-06-28 13:17:00
688,1809,1,2025-06-24 11:32:00
689,3045,1,2025-06-27 08:47:00
690,1840,1,2025-06-12 08:56:00
691,8067,1,2025-06-17 05:32:00
692,408,1,2025-07-14 04:28:00
693,17372,1,2025-06-14 17:22:00
694,12868,1,2025-06-12 00:33:00
695,11199,1,2025-07-09 04:13:00
696,17271,1,2025-06-13 12:26:00
697,14454,1,2025-06-23 22:59:00
698,19392,1,2025-06-28 21:41:00
699,10048,1,2025-07-08 20:09:00
700,13652,1,2025-06-28 09:57:00
